"Frame"	"Average_mean_Ch1_ratio"	"Average_mean_Ch2_ratio"	"Average_mean_Ch3_ratio"	"Time"	"Time_offset"
1	1.0150611141029	1.47261374486623	0.629068554021377	0	-18
2	0.991051657725074	1.30990771562993	0.529400951830235	3	-15
3	0.997573985440355	1.30631643462067	0.540108097240894	6	-12
4	1.02245938691404	1.4238526310399	0.572095259357733	9	-9
5	1.00125099344899	1.42957728207852	0.567926481660751	12	-6
6	0.993522732193976	1.47535266049041	0.58883757365538	15	-3
7	0.998474623093998	1.39234280263576	0.544741559983628	18	0
8	1.03568415647294	1.32754057083882	0.621521598481275	21	3
9	0.913141529904279	1.24327417426749	0.65273436297912	24	6
10	0.475948691128542	1.06116000981045	0.575894094986389	27	9
11	0.470092572768875	1.00292017238382	0.49776663144807	30	12
12	0.577021263320988	0.97366688473622	0.589334235335674	33	15
13	0.647600385471633	1.11779534706323	0.533710329759439	36	18
14	0.762712034200246	1.08619175071519	0.660776098143764	39	21
15	0.804802223146689	0.934742803260804	0.646862944075111	42	24
16	0.859977413299229	0.885002746118738	0.70191670375721	45	27
17	0.89886353646744	1.039837494717	0.744591832776288	48	30
18	0.907206943631753	1.07810786414288	0.650381193978713	51	33
19	0.920202835759591	1.17881304752197	0.688782337098993	54	36
20	0.952399729307763	1.2503573734768	0.773457057231876	57	39
21	0.913794444982889	1.30847433519755	0.590534554279613	60	42
