"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
1	299.837637671975	212.42509711948	189.870716980486	0	-72
2	298.914483626532	210.793095672602	188.355127893724	3	-69
3	297.295556763448	208.329248479601	188.975684048088	6	-66
4	296.634616238997	206.425698826074	188.998439199869	9	-63
5	297.402708357033	208.817088370456	189.537379649512	12	-60
6	299.254574640513	214.509093190022	188.586657029758	15	-57
7	300.072395381018	209.071568156633	189.999436680556	18	-54
8	301.259351257045	215.731139771354	188.481515524054	21	-51
9	302.350990689361	218.211783310032	188.298846332995	24	-48
10	299.899437754578	217.016607619014	190.306574640067	27	-45
11	301.878021270286	219.068978534523	189.822822242447	30	-42
12	302.374859827297	221.412730608147	189.584826064356	33	-39
13	303.224907914338	217.548023709736	188.458003172828	36	-36
14	302.093151400706	218.245129779402	189.290725132916	39	-33
15	302.882687543696	222.475956857874	189.150466740931	42	-30
16	302.967845195939	228.531762657944	189.433573620072	45	-27
17	302.607775607438	228.366796568988	189.921259185738	48	-24
18	302.657351366773	229.792267861246	189.088641695699	51	-21
19	303.916942060993	239.119528534611	189.733539183681	54	-18
20	304.068406113063	233.781475067004	189.066667245409	57	-15
21	305.149148359289	236.640686397193	189.276875124799	60	-12
22	304.482777345054	237.480355078359	189.040968577048	63	-9
23	305.211298884836	242.517080244056	189.234620036942	66	-6
24	305.787433633151	240.634015553816	189.708408599381	69	-3
25	305.80158952765	246.655615185495	188.849075333252	72	0
26	300.310630324559	231.124428653025	189.5792827304	75	3
27	294.604892802048	219.157646694496	189.581625212977	78	6
28	418.141569924984	234.547487237229	191.19402690337	81	9
29	320.711506285862	241.843344651489	189.30492921777	84	12
30	301.832504503037	235.116073614651	188.729501382681	87	15
31	290.733892780182	235.416363096544	188.742075244307	90	18
32	286.359783989308	237.988728065179	187.783646149478	93	21
33	289.898707733268	250.736312555133	188.2975679435	96	24
34	292.583366224724	253.24052945958	188.264403607102	99	27
35	289.016946497955	265.919104458788	187.594961518522	102	30
36	290.610617095601	284.85259670163	187.934551215314	105	33
37	285.704748127547	278.851380837527	188.140812783927	108	36
38	284.849273573552	280.01475847405	188.263762137685	111	39
39	281.090449886176	284.378035170298	187.620166373613	114	42
40	284.728853633106	284.849282651634	187.705153695365	117	45
41	274.206687161649	273.163607763605	187.345555254793	120	48
42	274.275433347486	299.987717615291	187.048995131029	123	51
