"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
32	211.805349715644	283.697814277226	494.339488371106	93	-42
33	212.541585917313	286.232437015504	487.522555986219	96	-39
34	208.268315508021	275.365255496138	491.37407902555	99	-36
35	211.991596638655	272.18304388422	488.223267973856	102	-33
36	212.810646963616	293.520702935915	514.37942604591	105	-30
37	211.378066772545	262.632321417723	513.016719171722	108	-27
38	212.33473100418	259.192824991962	543.04917747294	111	-24
39	212.497476422045	275.739150456823	530.583038608901	114	-21
40	209.218065373226	275.093573878951	497.757095199332	117	-18
41	208.887647387647	272.561756561757	478.883636883637	120	-15
42	209.36199009324	269.372020687646	472.005288461538	123	-12
43	210.361497747748	264.765926238739	497.372505630631	126	-9
44	210.277777777778	270.299603174603	504.71626984127	129	-6
45	211.430557495074	265.810865956027	507.613469565082	132	-3
46	208.188792270531	250.566183574879	498.973913043478	135	0
47	220.04807627176	281.561345509043	477.121722380275	138	3
48	319.014228996613	268.658045977012	539.739255372314	141	6
49	236.632710449927	324.549729882277	522.831771085309	144	9
50	242.745765689788	311.986596789253	504.782627029306	147	12
51	245.979193624914	278.545149672188	486.209514104555	150	15
