"Frame"	"Average_mean_Ch1"	"Average_mean_Ch2"	"Average_mean_Ch3"	"Time"	"Time_offset"
2	205.728260869565	522.954222408027	352.406563545151	3	-96
3	213.346313131313	674.966868686869	356.029646464646	6	-93
4	222.2182382134	752.739040529363	349.119851116625	9	-90
5	215.306277630416	677.099982316534	356.428399646331	12	-87
6	215.024448093414	663.12558535547	351.452776257374	15	-84
7	220.478277566286	638.426066920457	361.868479930542	18	-81
8	221.208333333333	591.39537037037	365.094444444444	21	-78
9	219.340632127729	642.28999674161	359.006614532421	24	-75
10	220.99365942029	610.276138716356	367.083333333333	27	-72
11	217.167937665782	605.295026525199	339.850464190981	30	-69
12	219.538110574342	608.66822329576	365.5128287708	33	-66
13	223.000699970528	549.701038903625	359.793582375479	36	-63
14	223.720751633987	664.904147812971	346.842902631138	39	-60
15	226.880389990444	658.927914476827	348.463345078834	42	-57
16	224.978928571429	663.350192307692	345.84760989011	45	-54
17	221.115151515152	639.659440559441	366.067443667444	48	-51
18	225.289861479517	598.911847922193	365.390627763042	51	-48
19	224.032738095238	597.28125	359.370535714286	54	-45
20	220.551198257081	568.330065359477	353.501089324619	57	-42
21	227.167895167895	578.818591318591	373.710892710893	60	-39
22	226.30303030303	554.145454545455	378.624242424242	63	-36
23	223.044155844156	628.22683982684	362.735064935065	66	-33
24	224.429292929293	639.789562289562	366.917508417508	69	-30
25	221.745454545455	774.156060606061	344.580303030303	72	-27
26	220.941287878788	906.457859848485	353.337121212121	75	-24
27	216.344551282051	860.408539377289	356.207760989011	78	-21
28	219.111868125077	1010.03571869979	370.75180756396	81	-18
29	221.890832707628	976.21466712473	352.655708558233	84	-15
30	218.547413793103	1044.64798850575	349.906968390805	87	-12
31	222.059974747475	1132.13952020202	339.000946969697	90	-9
32	218.426613965744	1059.36309288538	346.524415349144	93	-6
33	218.762202719798	943.152013757116	387.554240196078	96	-3
34	220.870758513932	937.081207430341	407.632585139319	99	0
35	225.97	991.299090909091	371.255454545455	102	3
36	232.895424836601	788.360294117647	365.217320261438	105	6
37	181.374584004294	737.82973698336	354.303381642512	108	9
38	192.350226401951	683.678915592709	355.743759433415	111	12
39	204.285714285714	505.142857142857	392.904761904762	114	15
40	208.344827586207	667.413793103448	346.758620689655	117	18
41	216.577922077922	696.183441558441	361.383116883117	120	21
42	NA	NA	NA	123	24
