Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,Mode,Mode NonZero,NbObjects,VolObjects,
0,obj1-val1,1,0,823.0,197.9602708710029,216.1201928473618,6.319723633103088,21.70955026670851,23.701079866312718,3.159861816551544,1.14769317E8,135.0,3349.0,536.8973119889224,369.2180277258304,221.0,221.0,2665,213764,
1,obj2-val255,255,0,761.0,199.37849299507764,208.80810299129118,5.0,21.86508129501278,22.8991907721697,2.5,13205.0,596.0,942.0,776.7647058823529,115.17027036727231,676.0,676.0,16,17,
