 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.552,2.308,109,122,555.885,46221,1
2,4.811,120.912,2.501,114,130,581.670,48365,2
3,4.811,167.580,4.029,157,178,806.172,67032,3
4,4.811,129.347,2.855,121,138,622.248,51739,4
