 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.585,2.034,110,123,560.852,46634,1
2,4.811,169.475,3.659,159,180,815.288,67790,2
3,4.811,166.865,3.469,158,177,802.732,66746,3
4,4.811,130.720,2.613,122,139,628.851,52288,4
