 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.100,2.041,111,122,558.519,46440,1
2,4.811,123.155,2.915,116,134,592.458,49262,2
3,4.811,155.477,4.276,144,168,747.951,62191,3
4,4.811,126.138,2.479,119,136,606.806,50455,4
