 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.412,2.443,114,128,579.265,48165,1
2,4.811,150.310,3.804,140,163,723.092,60124,2
3,4.811,171.465,5.433,158,191,824.862,68586,3
4,4.811,134.947,3.421,124,144,649.188,53979,4
