 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,119.052,2.402,112,127,572.722,47621,1
2,4.811,185.218,9.730,165,218,891.020,74087,2
3,4.811,170.965,6.495,156,198,822.456,68386,3
4,4.811,130.750,2.758,123,139,628.995,52300,4
