 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,133.090,2.719,125,141,640.252,53236,1
2,4.811,206.433,8.835,185,249,993.079,82573,2
3,4.811,160.650,10.633,148,235,772.834,64260,3
4,4.811,138.260,2.942,130,148,665.123,55304,4
