 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.698,2.111,111,124,561.393,46679,1
2,4.811,122.478,2.235,116,129,589.199,48991,2
3,4.811,150.010,3.147,141,160,721.649,60004,3
4,4.811,127.295,2.343,119,134,612.374,50918,4
