 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,122.515,2.473,115,131,589.379,49006,1
2,4.811,198.347,6.604,182,219,954.184,79339,2
3,4.811,176.390,5.826,160,196,848.554,70556,3
4,4.811,131.415,2.853,122,140,632.194,52566,4
