 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.260,2.274,110,128,559.288,46504,1
2,4.811,121.730,2.302,113,129,585.603,48692,2
3,4.811,156.365,3.575,147,167,752.220,62546,3
4,4.811,127.688,2.369,119,135,614.262,51075,4
