 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,114.438,1.951,109,120,550.521,45775,1
2,4.811,118.118,2.283,112,125,568.224,47247,2
3,4.811,134.970,2.953,128,144,649.296,53988,3
4,4.811,119.632,2.345,113,129,575.512,47853,4
