 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,123.410,2.609,116,132,593.685,49364.000,1
2,4.811,146.900,9.491,130,179,706.687,58760.000,2
3,4.811,162.718,4.554,149,177,782.780,65087.000,3
4,4.811,136.798,3.073,129,144,658.088,54719.000,4
