 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,121.427,2.752,113,129,584.148,48571.000,1
2,4.811,133.495,3.740,122,144,642.200,53398.000,2
3,4.811,161.545,4.741,149,186,777.140,64618.000,3
4,4.811,135.238,3.439,125,144,650.583,54095.000,4
