 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.332,2.194,111,125,559.637,46533.000,1
2,4.811,122.757,2.691,115,139,590.546,49103.000,2
3,4.811,154.800,4.056,145,170,744.692,61920.000,3
4,4.811,127.350,2.642,119,140,612.639,50940.000,4
