 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.430,2.025,109,123,560.106,46572.000,1
2,4.811,126.882,2.650,119,133,610.390,50753.000,2
3,4.811,151.917,3.438,141,161,730.825,60767.000,3
4,4.811,126.610,2.357,120,133,609.079,50644.000,4
