 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,122.243,2.165,116,137,588.068,48897,1
2,4.811,178.265,3.763,168,190,857.574,71306,2
3,4.811,145.562,2.936,136,154,700.253,58225,3
4,4.811,127.135,2.184,120,133,611.605,50854,4
