 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,124.233,2.901,116,134,597.642,49693.000,1
2,4.811,150.613,12.466,130,185,724.547,60245.000,2
3,4.811,159.718,5.946,145,181,768.348,63887.000,3
4,4.811,131.132,3.458,123,144,630.835,52453.000,4
