 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,118.030,2.594,110,134,567.803,47212,1
2,4.811,176.118,18.726,141,252,847.243,70447,2
3,4.811,169.502,7.697,155,195,815.421,67801,3
4,4.811,125.020,2.820,118,137,601.430,50008,4
