 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.267,2.523,110,132,559.325,46507,1
2,4.811,126.422,3.858,116,142,608.177,50569,2
3,4.811,143.790,5.141,131,168,691.726,57516,3
4,4.811,120.995,2.573,114,132,582.067,48398,4
