 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,124.942,2.689,116,134,601.057,49977.000,1
2,4.811,272.527,15.949,235,308,1311.040,109011.000,2
3,4.811,188.630,8.491,171,222,907.437,75452.000,3
4,4.811,137.090,3.580,124,148,659.495,54836.000,4
