 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,121.705,2.392,115,130,585.483,48682.000,1
2,4.811,181.912,33.039,133,272,875.121,72765.000,2
3,4.811,164.620,5.070,151,181,791.932,65848.000,3
4,4.811,131.458,2.872,122,143,632.399,52583.000,4
