Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,Mode,Mode NonZero,NbObjects,VolObjects,
0,obj1-val1,1,0,228.0,136.26410269511007,100.07848627568572,4.418759312942509,14.943566070058065,10.975227094096418,2.2093796564712544,2387806.0,165.0,873.0,287.1684906794949,77.75590413855954,259.0,259.0,444,8315,
1,obj2-val2,2,0,240.0,205.19324720735878,245.35344486965374,5.586147285305268,22.502763281931923,26.906979471546418,2.793073642652634,8.1203145E7,139.0,522.0,234.61658143364826,33.56228688310985,221.0,221.0,325,346110,
2,obj3-val3,3,0,252.0,140.09022263646835,141.62016422549226,5.779759267715837,15.36316209722,15.530944974490794,2.8898796338579187,1173752.0,171.0,518.0,276.8283018867925,44.6336269194781,259.0,259.0,255,4240,
3,obj4-val255,255,0,261.0,161.33292918159273,158.13678699366216,4.814769909065858,17.692768959815314,17.34226019771304,2.407384954532929,18145.0,178.0,383.0,245.2027027027027,56.279386169927506,199.0,199.0,59,74,
