 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.847,2.162,107,127,557.304,46339,1
2,4.811,111.805,2.046,106,119,537.857,44722,2
3,4.811,129.590,2.668,121,138,623.415,51836,3
4,4.811,119.125,2.168,113,125,573.071,47650,4
