 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,112.670,2.483,106,131,542.018,45068.000,1
2,4.811,116.832,2.420,109,129,562.043,46733.000,2
3,4.811,146.482,3.862,136,162,704.679,58593.000,3
4,4.811,119.615,2.611,112,135,575.428,47846.000,4
