 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,132.482,2.737,126,142,637.330,52993.000,1
2,4.811,155.290,3.419,145,164,747.049,62116.000,2
3,4.811,151.048,3.339,143,162,726.640,60419.000,3
4,4.811,128.570,2.724,121,137,618.508,51428.000,4
