 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,114.787,2.309,108,131,552.205,45915,1
2,4.811,138.715,7.379,125,163,667.312,55486,2
3,4.811,168.667,7.489,155,205,811.404,67467,3
4,4.811,126.350,2.548,120,134,607.828,50540,4
