 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,128.130,3.501,119,139,616.391,51252,1
2,4.811,151.963,12.298,133,197,731.041,60785,2
3,4.811,164.218,4.640,152,180,789.996,65687,3
4,4.811,137.725,3.521,128,148,662.550,55090,4
