 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,114.397,2.252,108,128,550.329,45759,1
2,4.811,119.285,2.319,113,129,573.841,47714,2
3,4.811,142.118,3.476,133,153,683.680,56847,3
4,4.811,120.763,2.360,115,129,580.949,48305,4
