 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,123.862,2.404,118,134,595.862,49545,1
2,4.811,141.365,3.394,131,151,680.060,56546,2
3,4.811,146.070,6.643,134,172,702.695,58428,3
4,4.811,124.642,2.484,117,132,599.614,49857,4
