 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.130,2.174,113,127,577.906,48052,1
2,4.811,139.695,2.934,130,149,672.027,55878,2
3,4.811,138.870,2.755,132,148,668.058,55548,3
4,4.811,122.123,2.192,115,129,587.491,48849,4
