 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,118.588,2.465,112,126,570.485,47435,1
2,4.811,125.745,2.798,118,134,604.918,50298,2
3,4.811,142.803,4.990,133,166,686.976,57121,3
4,4.811,123.395,2.639,115,136,593.613,49358,4
