 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,133.593,2.844,125,143,642.669,53437,1
2,4.811,155.935,3.166,147,164,750.152,62374,2
3,4.811,149.820,3.017,142,159,720.735,59928,3
4,4.811,133.998,2.687,127,142,644.618,53599,4
