 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,135.153,2.962,126,143,650.174,54061.000,1
2,4.811,185.597,4.097,171,200,892.848,74239.000,2
3,4.811,151.985,3.183,141,162,731.150,60794.000,3
4,4.811,136.955,2.894,129,146,658.845,54782.000,4
