 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.963,2.290,109,124,562.668,46785,1
2,4.811,232.923,34.361,173,321,1120.513,93169,2
3,4.811,170.055,7.007,152,190,818.078,68022,3
4,4.811,127.062,2.764,119,134,611.256,50825,4
