 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,121.353,2.537,114,132,583.787,48541,1
2,4.811,152.335,3.773,142,165,732.833,60934,2
3,4.811,155.585,4.185,144,173,748.468,62234,3
4,4.811,127.237,2.672,120,136,612.098,50895,4
