 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,118.765,2.205,113,125,571.339,47506.000,1
2,4.811,173.935,5.250,161,195,836.744,69574.000,2
3,4.811,148.770,2.921,138,157,715.683,59508.000,3
4,4.811,123.438,2.188,116,130,593.817,49375.000,4
