 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,117.380,2.366,111,125,564.676,46952,1
2,4.811,136.160,4.149,126,151,655.021,54464,2
3,4.811,163.815,5.532,152,192,788.060,65526,3
4,4.811,127.155,3.088,117,139,611.701,50862,4
