 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.468,2.521,108,129,555.476,46187,1
2,4.811,108.618,2.305,101,117,522.523,43447,2
3,4.811,299.055,20.232,263,399,1438.655,119622,3
4,4.811,155.135,4.471,142,171,746.303,62054,4
