 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.900,2.159,108,121,557.557,46360.000,1
2,4.811,197.080,19.481,156,255,948.087,78832.000,2
3,4.811,340.090,24.350,295,429,1636.061,136036.000,3
4,4.811,135.045,3.238,125,144,649.657,54018.000,4
