 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,117.270,2.262,109,130,564.147,46908,1
2,4.811,126.795,4.422,114,143,609.969,50718,2
3,4.811,238.150,12.930,199,286,1145.661,95260,3
4,4.811,125.210,2.563,117,134,602.344,50084,4
