 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,117.025,2.354,110,124,562.969,46810,1
2,4.811,125.127,2.599,116,135,601.947,50051,2
3,4.811,400.298,15.527,363,454,1925.699,160119,3
4,4.811,138.135,3.405,128,150,664.522,55254,4
