 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,114.743,2.312,109,128,551.988,45897.000,1
2,4.811,219.440,29.948,141,272,1055.653,87776.000,2
3,4.811,291.577,16.599,262,353,1402.683,116631.000,3
4,4.811,134.792,4.001,126,152,648.442,53917.000,4
