 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,125.055,2.747,118,139,601.598,50022.000,1
2,4.811,256.680,17.459,221,302,1234.803,102672.000,2
3,4.811,272.220,8.883,248,296,1309.561,108888.000,3
4,4.811,134.803,3.347,123,146,648.490,53921.000,4
