 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,113.580,2.225,107,119,546.396,45432,1
2,4.811,119.403,2.589,112,126,574.406,47761,2
3,4.811,272.635,12.786,248,317,1311.557,109054,3
4,4.811,140.312,3.458,131,152,674.997,56125,4
