 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.752,2.491,111,135,561.658,46701,1
2,4.811,212.077,29.984,165,312,1020.235,84831,2
3,4.811,359.012,19.587,316,416,1727.091,143605,3
4,4.811,142.475,3.428,133,159,685.400,56990,4
