 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,126.983,9.078,113,155,610.871,50793,1
2,4.811,127.603,3.974,120,142,613.854,51041,2
3,4.811,388.592,17.910,353,451,1869.390,155437,3
4,4.811,143.278,3.753,131,156,689.261,57311,4
