 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.358,2.122,109,126,554.947,46143.000,1
2,4.811,131.950,2.645,123,140,634.768,52780.000,2
3,4.811,277.915,26.077,240,350,1336.957,111166.000,3
4,4.811,137.252,2.752,128,146,660.276,54901.000,4
