 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.660,2.346,110,132,561.213,46664,1
2,4.811,109.115,1.913,103,117,524.916,43646,2
3,4.811,219.450,5.559,203,236,1055.702,87780,3
4,4.811,136.095,2.919,127,148,654.708,54438,4
