 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,122.590,2.334,116,129,589.740,49036,1
2,4.811,124.015,3.491,115,139,596.595,49606,2
3,4.811,316.120,12.651,288,371,1520.749,126448,3
4,4.811,140.713,3.719,131,155,676.921,56285,4
