 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.790,2.644,113,129,581.081,48316.000,1
2,4.811,125.142,2.814,116,133,602.019,50057.000,2
3,4.811,407.502,35.562,312,474,1960.360,163001.000,3
4,4.811,140.393,3.883,131,156,675.382,56157.000,4
