Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,Mode,Mode NonZero,NbObjects,VolObjects,
0,obj1-val1,1,0,935.0,371.03956746813935,69.41049193685078,5.969942570538788,40.69049868160825,7.611984753859787,2.984971285269394,8.625538E7,146.0,2890.0,908.0565118066303,423.03998619769277,863.0,863.0,2327,94989,
1,obj2-val2,2,0,250.0,242.05477677209993,192.88870112219723,5.628949856066469,26.54522708273656,21.15337049433105,2.8144749280332344,9.5989099E7,143.0,2958.0,571.3160748509052,296.2448018337508,363.0,363.0,2100,168014,
2,obj3-val3,3,0,1186.0,159.108180945632,77.85275625442901,5.748244095406392,17.448789279211457,8.53781578430293,2.874122047703196,2787025.0,242.0,1518.0,700.78576816696,311.5574628936497,350.0,350.0,1063,3977,
3,obj4-val4,4,0,1428.0,3.3473656440485127,18.55232365819653,7.26112700628338,0.3670928635871498,2.0345628001505203,3.63056350314169,2448682.0,234.0,2230.0,835.1575716234652,448.34267125789165,335.0,335.0,1258,2932,
4,obj5-val5,5,0,671.0,392.7071162724228,383.4471135385017,9.566401352048267,43.066696379526505,42.051187085982875,4.7832006760241335,1609410.0,242.0,1502.0,729.8911564625851,258.8324299710075,733.0,733.0,881,2205,
5,obj6-val255,255,0,616.0,209.27864718982372,126.53562073000415,6.494402294945835,22.950793565426164,13.87668044037604,3.2472011474729174,132465.0,208.0,1721.0,995.9774436090225,430.5251632065441,1091.0,1091.0,122,133,
