 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.755,2.278,107,123,556.859,46302,1
2,4.811,143.585,4.295,130,156,690.740,57434,2
3,4.811,403.957,12.136,368,462,1943.306,161583,3
4,4.811,139.977,3.057,129,150,673.386,55991,4
