 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,115.970,1.935,110,121,557.893,46388.000,1
2,4.811,126.963,2.587,119,133,610.775,50785.000,2
3,4.811,267.965,17.000,241,321,1289.091,107186.000,3
4,4.811,128.985,2.808,122,139,620.504,51594.000,4
