 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.050,2.382,113,129,577.521,48020.000,1
2,4.811,157.352,9.077,143,203,756.971,62941.000,2
3,4.811,235.590,12.872,215,284,1133.346,94236.000,3
4,4.811,135.855,3.088,127,145,653.554,54342.000,4
