 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.395,2.036,110,122,559.938,46558,1
2,4.811,123.675,2.410,118,130,594.960,49470,2
3,4.811,393.120,19.627,342,482,1891.171,157248,3
4,4.811,141.947,3.687,134,158,682.863,56779,4
