 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,126.597,4.195,111,138,609.019,50639.000,1
2,4.811,131.667,2.840,124,140,633.409,52667.000,2
3,4.811,468.010,17.835,411,509,2251.442,187204.000,3
4,4.811,151.798,6.066,139,167,730.248,60719.000,4
