 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,118.700,2.442,111,132,571.027,47480.000,1
2,4.811,143.445,14.360,126,210,690.067,57378.000,2
3,4.811,268.770,25.851,219,350,1292.964,107508.000,3
4,4.811,134.923,3.315,126,148,649.068,53969.000,4
