 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.145,2.632,112,131,577.978,48058.000,1
2,4.811,128.118,4.358,119,151,616.331,51247.000,2
3,4.811,263.947,13.092,236,304,1269.764,105579.000,3
4,4.811,135.170,3.003,125,144,650.258,54068.000,4
