 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,122.190,2.844,113,136,587.816,48876.000,1
2,4.811,252.002,27.908,195,325,1212.301,100801.000,2
3,4.811,517.725,31.045,444,624,2490.604,207090.000,3
4,4.811,139.580,4.621,129,156,671.473,55832.000,4
