 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.690,2.089,111,124,561.357,46676.000,1
2,4.811,134.458,2.972,126,143,646.831,53783.000,2
3,4.811,297.770,33.261,248,394,1432.473,119108.000,3
4,4.811,141.145,3.183,132,151,679.002,56458.000,4
